,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY,WTI,국제 금
2010-03-05,1141.00,1276.00,1549.36,167.17,81.50,1134.80
2010-03-08,1131.50,1251.94,1550.04,165.75,81.87,1123.60
2010-03-09,1135.00,1261.95,1544.62,166.27,81.49,1122.00
2010-03-10,1132.00,1257.50,1536.69,165.86,82.09,1107.80
2010-03-11,1133.00,1254.01,1544.05,166.00,82.11,1108.00
2010-03-12,1128.30,1245.64,1546.34,165.34,81.24,1101.50
2010-03-15,1134.70,1252.15,1559.87,166.24,79.80,1105.10
2010-03-16,1134.50,1256.23,1550.29,166.21,81.70,1122.20
2010-03-17,1128.30,1247.43,1557.51,165.31,82.93,1124.00
2010-03-18,1133.70,1258.13,1548.41,166.09,82.20,1127.40
2010-03-19,1132.70,1252.29,1542.28,165.95,80.68,1107.40
2010-03-22,1136.50,1254.00,1536.09,166.49,81.25,1099.30
2010-03-23,1138.50,1262.20,1538.11,166.79,81.91,1103.50
2010-03-24,1137.50,1255.66,1527.66,166.65,80.61,1088.60
2010-03-25,1141.00,1242.78,1521.98,167.13,80.53,1092.70
2010-03-26,1139.50,1230.16,1522.26,166.91,80.00,1104.20
2010-03-29,1133.00,1222.62,1528.30,165.99,82.17,1110.30
2010-03-30,1131.00,1222.17,1528.43,165.70,82.37,1104.50
2010-03-31,1129.00,1210.20,1516.81,165.41,83.76,1113.30
2010-04-01,1126.50,1203.53,1522.13,165.03,84.87,1125.10
2010-04-02,1126.00,1198.51,1526.52,164.98,,
2010-04-05,1122.50,1187.45,1513.69,164.46,86.62,1132.90
2010-04-06,1122.70,1197.04,1506.10,164.49,86.84,1135.10
2010-04-07,1121.00,1194.84,1500.79,164.25,85.88,1152.30
2010-04-08,1124.00,1206.01,1494.13,164.68,85.39,1152.20
2010-04-09,1116.00,1192.69,1495.22,163.55,84.92,1161.10
2010-04-12,1115.50,1194.07,1518.98,163.45,84.34,1161.60
2010-04-13,1122.00,1202.96,1526.48,164.39,84.05,1152.80
2010-04-14,1113.50,1192.06,1517.70,163.14,85.84,1159.00
2010-04-15,1109.50,1191.60,1509.25,162.56,85.51,1159.70
2010-04-16,1110.30,1198.51,1502.68,162.68,83.24,1136.30
2010-04-19,1120.00,1219.25,1507.18,164.08,81.45,1135.20
2010-04-20,1116.00,1201.68,1503.59,163.50,83.45,1138.60
2010-04-21,1108.50,1189.25,1489.27,162.37,83.68,1148.20
2010-04-22,1108.30,1190.95,1487.23,162.38,83.70,1142.30
2010-04-23,1109.50,1188.41,1472.08,162.51,85.12,1153.10
2010-04-26,1104.10,1172.33,1477.84,161.73,84.20,1153.50
2010-04-27,1112.00,1185.63,1486.19,162.91,82.44,1161.70
2010-04-28,1119.50,1200.02,1476.40,164.01,83.22,1171.30
2010-04-29,1114.90,1185.56,1472.23,163.36,85.17,1168.40
2010-04-30,1107.00,1176.03,1472.09,162.19,86.15,1180.10
2010-05-03,1117.50,1189.84,1477.78,163.75,86.19,1182.70
2010-05-04,1116.50,1177.74,1470.10,163.56,82.74,1168.60
2010-05-05,,,,,79.97,1174.60
2010-05-06,1144.00,1222.22,1465.24,167.59,77.11,1196.90
2010-05-07,1153.00,1251.22,1468.35,168.90,75.11,1210.00
2010-05-10,1127.00,1206.90,1469.95,165.12,76.80,1200.40
2010-05-11,1135.70,1225.93,1446.77,166.33,76.37,1219.90
2010-05-12,1139.00,1225.52,1443.11,166.83,75.65,1242.70
2010-05-13,1128.00,1208.49,1425.45,165.21,74.40,1228.80
2010-05-14,1133.10,1221.93,1420.91,165.99,71.61,1227.40
2010-05-17,1153.50,1253.12,1416.38,168.94,70.08,1227.70
2010-05-18,1143.50,1232.62,1414.74,167.51,69.41,1214.30
2010-05-19,1165.10,1267.10,1422.00,170.66,69.87,1192.60
2010-05-20,1189.00,1299.45,1477.93,174.16,68.01,1187.80
2010-05-21,,,,,70.04,1175.70
2010-05-24,1214.50,1344.51,1518.37,177.89,70.21,1193.80
2010-05-25,1272.00,1417.74,1554.26,186.26,68.75,1197.80
2010-05-26,1253.30,1390.24,1540.31,183.47,71.51,1213.40
2010-05-27,1224.00,1356.83,1503.93,179.17,74.55,1211.90
2010-05-28,1191.00,1304.78,1481.60,174.36,73.97,1212.20
2010-05-31,1202.50,1315.50,1479.68,176.06,,
2010-06-01,1227.00,1352.81,1494.24,179.71,72.58,1224.80
2010-06-02,,,,,72.86,1220.60
2010-06-03,1204.00,1301.90,1480.20,176.33,74.61,1208.30
2010-06-04,1201.80,1296.16,1464.27,176.00,71.51,1216.20
2010-06-07,1234.00,1348.49,1473.27,180.67,71.44,1239.30
2010-06-08,1233.40,1350.49,1473.67,180.56,71.99,1244.00
2010-06-09,1253.00,1371.65,1496.83,183.47,74.38,1228.50
2010-06-10,1248.00,1367.67,1505.59,182.73,75.48,1220.80
2010-06-11,1251.00,1366.47,1513.71,183.14,73.78,1228.90
2010-06-14,1223.50,1329.17,1492.30,179.08,75.12,1223.30
2010-06-15,1228.00,1345.75,1496.44,179.71,76.94,1233.20
2010-06-16,1212.00,1321.70,1489.43,177.37,77.67,1229.30
2010-06-17,1213.50,1328.41,1496.61,177.59,76.79,1247.50
2010-06-18,1197.00,1320.46,1484.28,175.25,77.18,1257.20
2010-06-21,1174.00,1290.39,1457.87,172.65,77.82,1239.70
2010-06-22,1183.00,1304.16,1457.46,173.72,77.21,1239.90
2010-06-23,1185.00,1309.54,1456.37,174.01,76.35,1234.10
2010-06-24,1196.00,1335.57,1467.85,175.60,76.51,1245.50
2010-06-25,1217.00,1356.74,1498.13,179.15,78.86,1255.80
2010-06-28,1204.00,1347.06,1489.71,177.26,78.25,1238.20
2010-06-29,1217.00,1372.35,1484.37,179.12,75.94,1242.00
2010-06-30,1219.00,1375.38,1489.01,179.58,75.63,1245.50
2010-07-01,1227.00,1388.79,1507.98,180.94,72.95,1206.30
2010-07-02,1227.00,1394.32,1534.61,181.18,72.14,1207.40
2010-07-05,1225.00,1394.42,1535.42,180.92,,
2010-07-06,1218.50,1386.87,1534.70,179.77,71.98,1194.80
2010-07-07,1223.00,1404.62,1537.80,180.42,74.07,1198.60
2010-07-08,1208.00,1371.17,1529.57,178.28,75.44,1195.80
2010-07-09,1196.50,1351.98,1519.32,176.65,76.09,1209.60
2010-07-12,1203.50,1354.99,1514.00,177.74,74.95,1198.50
2010-07-13,1211.00,1368.21,1518.59,178.74,77.15,1213.30
2010-07-14,1199.00,1348.71,1526.21,177.05,77.04,1206.80
2010-07-15,1201.00,1362.91,1536.68,177.27,76.62,1208.10
2010-07-16,1202.00,1380.66,1555.99,177.42,76.01,1188.00
2010-07-19,1214.50,1397.58,1575.57,179.22,76.54,1181.70
2010-07-20,1208.00,1390.90,1568.71,178.26,77.44,1191.50
2010-07-21,1204.50,1385.76,1549.23,177.71,76.56,1191.60
2010-07-22,1203.00,1388.66,1544.41,177.48,79.30,1195.50
2010-07-23,1195.50,1373.35,1549.97,176.37,78.98,1187.70
2010-07-26,1189.00,1363.84,1534.64,175.34,78.98,1183.00
2010-07-27,1181.30,1351.91,1536.52,174.34,77.50,1158.00
2010-07-28,1186.00,1348.03,1542.39,174.92,76.99,1160.40
2010-07-29,1184.50,1358.68,1548.85,174.80,78.36,1168.40
2010-07-30,1184.50,1372.22,1544.23,174.89,78.95,1181.70
2010-08-02,1174.00,1352.69,1534.18,173.36,81.34,1183.40
2010-08-03,1168.50,1359.20,1545.93,172.49,82.55,1185.20
2010-08-04,1170.00,1368.42,1543.23,172.74,82.47,1193.70
2010-08-05,1165.00,1349.94,1531.28,172.02,82.01,1197.20
2010-08-06,1163.00,1350.28,1534.00,171.75,80.70,1203.40
2010-08-09,1161.00,1356.94,1542.97,171.61,81.48,1200.70
2010-08-10,1168.00,1362.58,1539.42,172.47,80.25,1196.20
2010-08-11,1182.00,1387.00,1544.87,174.49,78.02,1197.50
2010-08-12,1189.00,1394.07,1529.29,175.27,75.74,1214.80
2010-08-13,1187.00,1381.04,1525.89,174.80,75.39,1214.90
2010-08-16,1188.50,1384.39,1520.69,174.74,75.24,1224.50
2010-08-17,1175.60,1378.19,1515.11,173.04,75.77,1226.60
2010-08-18,1172.20,1371.48,1508.97,172.58,75.42,1229.70
2010-08-19,1173.50,1369.95,1503.25,172.84,74.43,1233.80
2010-08-20,1183.00,1385.57,1510.57,174.28,73.82,1227.20
2010-08-23,1182.00,1384.89,1502.32,173.86,73.10,1226.90
2010-08-24,1193.00,1412.17,1507.12,175.46,71.63,1231.80
2010-08-25,1193.00,1409.83,1514.27,175.51,72.52,1239.50
2010-08-26,1192.00,1408.48,1512.41,175.30,73.36,1234.20
2010-08-27,1196.50,1411.80,1520.75,176.01,75.17,1235.60
2010-08-30,1192.00,1404.67,1517.77,175.25,74.70,1237.10
2010-08-31,1198.10,1420.73,1519.07,175.96,71.92,1248.30
2010-09-01,1184.50,1407.61,1510.83,173.89,73.91,1246.30
2010-09-02,1180.00,1402.76,1513.11,173.33,75.02,1251.50
2010-09-03,1177.00,1395.05,1510.09,173.01,74.60,1249.20
2010-09-06,1171.20,1393.12,1510.85,172.54,,
2010-09-07,1178.50,1404.15,1504.83,173.58,74.09,1257.30
2010-09-08,1172.00,1397.23,1485.51,172.47,74.67,1255.60
2010-09-09,1166.00,1392.57,1481.87,171.86,74.25,1248.90
2010-09-10,1165.00,1389.88,1484.21,172.16,76.45,1244.50
2010-09-13,1159.50,1379.37,1485.32,171.54,77.19,1245.10
2010-09-14,1160.50,1393.16,1495.54,172.03,76.80,1269.70
2010-09-15,1163.00,1360.39,1508.29,172.71,76.02,1266.70
2010-09-16,1163.00,1358.80,1518.65,172.86,74.57,1271.90
2010-09-17,1159.50,1350.30,1524.74,172.42,73.66,1275.60
2010-09-20,1161.00,1355.04,1520.33,173.06,74.86,1279.00
2010-09-21,,,,,73.52,1272.40
2010-09-22,,,,,74.71,1290.20
2010-09-23,,,,,75.18,1294.30
2010-09-24,1154.50,1365.30,1544.72,172.49,76.49,1296.00
2010-09-27,1148.00,1363.10,1542.91,171.65,76.52,1296.70
2010-09-28,1148.00,1362.61,1540.96,171.21,76.18,1306.60
2010-09-29,1142.00,1366.36,1551.98,170.79,77.86,1308.50
2010-09-30,1136.50,1365.49,1548.71,169.84,79.97,1307.80
2010-10-01,1126.00,1352.07,1544.53,168.27,81.58,1316.10
2010-10-04,1126.00,1353.20,1541.49,168.31,81.47,1315.40
2010-10-05,1128.00,1353.33,1554.16,168.58,82.82,1338.90
2010-10-06,1118.80,1346.82,1550.88,167.19,83.23,1346.40
2010-10-07,1117.50,1354.22,1561.71,167.00,81.67,1333.90
2010-10-08,1123.50,1364.13,1562.23,168.37,82.66,1344.20
2010-10-11,1119.50,1363.91,1561.70,167.92,82.21,1353.30
2010-10-12,1134.00,1382.93,1562.65,169.90,81.67,1345.70
2010-10-13,1121.00,1368.24,1567.83,167.97,83.01,1369.50
2010-10-14,1111.00,1369.07,1563.18,166.89,82.69,1376.70
2010-10-15,1112.50,1370.41,1568.07,167.38,81.25,1371.10
2010-10-18,1119.50,1378.02,1552.52,168.50,83.08,1371.20
2010-10-19,1127.00,1385.20,1569.57,169.58,79.49,1335.10
2010-10-20,1129.00,1390.05,1559.94,169.67,81.77,1343.30
2010-10-21,1127.50,1391.29,1582.67,169.63,80.56,1324.70
2010-10-22,1130.00,1390.26,1569.46,169.74,81.69,1324.40
2010-10-25,1116.00,1386.16,1566.19,167.59,82.52,1338.30
2010-10-26,1119.00,1380.63,1561.34,167.87,82.55,1338.00
2010-10-27,1131.00,1380.45,1561.91,169.35,81.94,1322.20
2010-10-28,1125.50,1383.70,1555.89,168.21,82.18,1342.10
2010-10-29,1125.00,1392.50,1554.86,168.47,81.43,1357.10
2010-11-01,1117.00,1387.75,1559.89,167.17,82.95,1350.20
2010-11-02,1112.50,1380.96,1552.83,166.49,83.90,1356.40
2010-11-03,1106.00,1371.53,1552.27,165.79,84.69,1337.10
2010-11-04,1105.00,1364.20,1569.65,165.64,86.49,1382.70
2010-11-05,1107.00,1372.77,1571.39,166.40,86.85,1397.30
2010-11-08,1114.00,1371.92,1555.59,166.73,87.06,1402.80
2010-11-09,1113.00,1376.28,1541.51,167.33,86.72,1409.80
2010-11-10,1110.00,1359.46,1534.24,167.27,87.81,1399.10
2010-11-11,1108.00,1348.59,1525.16,167.23,87.81,1403.10
2010-11-12,1128.00,1376.45,1538.93,169.89,84.88,1365.40
2010-11-15,1137.00,1370.54,1549.16,171.03,84.86,1368.40
2010-11-16,1127.50,1355.66,1534.53,169.71,82.34,1338.30
2010-11-17,1148.00,1375.18,1550.26,172.68,80.44,1336.80
2010-11-18,1133.00,1361.62,1542.24,170.77,82.42,1352.90
2010-11-19,1131.00,1358.56,1549.13,170.30,81.98,1352.20
2010-11-22,1127.00,1350.83,1548.39,169.78,81.74,1357.70
2010-11-23,1160.00,1387.06,1574.70,174.58,81.25,1377.50
2010-11-24,1148.50,1383.57,1532.67,172.62,83.86,1373.00
2010-11-25,1138.00,1363.04,1518.09,171.04,,
2010-11-26,1152.00,1373.88,1530.32,172.97,83.76,1362.40
2010-11-29,1152.50,1372.51,1528.10,172.93,85.73,1366.00
2010-11-30,1159.50,1379.70,1514.89,173.92,84.11,1385.00
2010-12-01,1148.00,1369.93,1500.44,172.19,86.75,1387.30
2010-12-02,1152.00,1370.61,1512.46,173.02,88.00,1388.50
2010-12-03,1138.50,1361.19,1506.80,170.91,89.19,1405.40
2010-12-06,1135.00,1370.44,1510.69,170.61,89.38,1415.30
2010-12-07,1132.00,1367.98,1509.52,170.36,88.69,1408.30
2010-12-08,1144.00,1364.02,1512.02,171.85,88.28,1382.50
2010-12-09,1139.00,1359.03,1512.59,171.16,88.37,1392.10
2010-12-10,1140.00,1361.68,1508.79,171.45,87.79,1384.30
2010-12-13,1144.00,1357.54,1510.77,171.75,88.61,1397.30
2010-12-14,1141.00,1368.93,1533.96,171.42,88.28,1403.60
2010-12-15,1157.00,1378.20,1543.90,173.81,88.62,1385.50
2010-12-16,1152.00,1370.12,1526.17,172.95,87.70,1370.40
2010-12-17,1155.00,1375.33,1535.92,173.33,88.02,1378.60
2010-12-20,1155.00,1377.30,1519.98,173.05,89.37,1385.50
2010-12-21,1155.00,1379.60,1519.40,173.44,89.82,1388.20
2010-12-22,1151.00,1375.15,1512.76,173.19,90.48,1386.80
2010-12-23,1151.00,1386.75,1507.23,173.28,91.51,1380.00
2010-12-24,1150.00,1387.21,1511.10,173.53,,
2010-12-27,1151.00,1390.60,1512.99,173.68,91.00,1382.40
2010-12-28,1148.50,1394.15,1520.04,173.40,91.49,1405.20
2010-12-29,1144.00,1391.73,1501.04,172.75,91.12,1413.10
2010-12-30,1134.00,1391.24,1500.85,171.71,89.84,1405.60
2010-12-31,1120.00,1376.26,1494.08,169.88,91.38,1421.10
2011-01-03,1125.00,1383.42,1496.25,170.71,91.55,1422.60
2011-01-04,1121.00,1364.08,1497.10,169.73,89.38,1378.50
2011-01-05,1127.00,1373.39,1492.15,170.29,90.30,1373.40
2011-01-06,1118.00,1345.69,1467.26,168.75,88.38,1371.40
2011-01-07,1125.50,1346.45,1460.22,169.70,88.03,1368.50
2011-01-10,1125.50,1353.58,1450.43,169.63,89.25,1373.70
2011-01-11,1124.00,1352.75,1454.12,169.79,91.11,1384.00
2011-01-12,1119.00,1347.22,1456.04,169.45,91.86,1385.70
2011-01-13,1113.00,1339.19,1461.04,168.59,91.40,1386.90
2011-01-14,1115.00,1351.35,1496.22,169.27,91.54,1360.40
2011-01-17,1117.00,1346.76,1484.83,169.53,,
2011-01-18,1113.50,1350.02,1489.64,169.13,91.38,1368.10
2011-01-19,1112.00,1352.80,1496.20,168.92,90.86,1370.20
2011-01-20,1121.00,1364.91,1509.65,170.30,89.59,1346.50
2011-01-21,1122.00,1355.24,1520.09,170.40,89.11,1341.00
2011-01-24,1121.50,1353.65,1522.66,170.35,87.87,1344.50
2011-01-25,1118.50,1356.58,1525.41,169.96,86.19,1332.30
2011-01-26,1116.50,1360.76,1529.05,169.61,87.33,1333.00
2011-01-27,1115.00,1346.62,1523.42,169.41,85.64,1318.40
2011-01-28,1114.00,1348.18,1525.62,169.25,89.34,1340.70
2011-01-31,1121.50,1366.02,1526.70,169.80,92.19,1333.80
2011-02-01,1117.00,1364.69,1531.97,169.41,90.77,1339.60
2011-02-02,,,,,90.86,1331.50
2011-02-03,,,,,90.54,1352.30
2011-02-04,,,,,89.03,1348.30
2011-02-07,1106.00,1344.52,1506.70,168.64,87.48,1347.60
2011-02-08,1102.00,1343.41,1501.81,168.10,86.94,1363.40
2011-02-09,1109.00,1342.78,1513.01,168.29,86.71,1364.80
2011-02-10,1120.50,1354.57,1528.36,170.04,86.73,1361.90
2011-02-11,1127.00,1349.86,1527.65,171.10,85.58,1359.90
2011-02-14,1124.50,1350.10,1514.59,170.61,84.81,1364.60
2011-02-15,1121.00,1342.51,1515.26,170.12,84.32,1373.60
2011-02-16,1116.50,1333.93,1512.86,169.45,84.99,1374.70
2011-02-17,1117.00,1336.92,1514.09,169.58,86.36,1384.70
2011-02-18,1113.00,1334.53,1511.34,169.33,86.20,1388.20
2011-02-21,1117.50,1344.28,1530.30,170.17,,
2011-02-22,1129.00,1359.42,1530.13,171.66,95.42,1400.50
2011-02-23,1123.50,1358.52,1540.09,170.74,98.10,1413.40
2011-02-24,1135.00,1384.99,1560.51,172.64,97.28,1415.20
2011-02-25,1128.00,1376.45,1557.09,171.57,97.88,1408.70
2011-02-28,1128.00,1378.97,1556.08,171.57,96.97,1409.30
2011-03-01,,,,,99.63,1430.70
2011-03-02,1127.00,1376.24,1552.78,171.53,102.23,1437.20
2011-03-03,1121.00,1370.25,1553.03,170.56,101.91,1416.00
2011-03-04,1116.00,1354.20,1557.94,169.89,104.42,1428.20
2011-03-07,1118.50,1363.03,1563.10,170.31,105.44,1434.10
2011-03-08,1118.00,1355.97,1557.71,170.25,105.02,1426.90
2011-03-09,1116.50,1347.13,1548.59,169.97,104.38,1429.30
2011-03-10,1123.00,1355.30,1554.23,170.88,102.70,1412.20
2011-03-11,1123.50,1358.36,1554.25,170.91,101.16,1421.50
2011-03-14,1127.00,1377.25,1568.11,171.43,101.19,1424.60
2011-03-15,1134.00,1390.90,1580.23,172.60,97.18,1392.60
2011-03-16,1131.00,1399.41,1580.01,172.08,97.98,1396.00
2011-03-17,1134.00,1434.90,1585.11,172.56,101.42,1404.00
2011-03-18,1129.00,1386.47,1586.58,171.88,101.07,1415.90
2011-03-21,1124.00,1385.43,1593.16,171.30,102.33,1426.20
2011-03-22,1120.00,1381.01,1594.88,170.76,104.00,1427.50
2011-03-23,1123.00,1389.51,1593.42,171.19,105.75,1437.90
2011-03-24,1119.50,1384.15,1577.82,170.71,105.60,1434.80
2011-03-25,1113.50,1371.64,1575.60,169.73,105.40,1426.10
2011-03-28,1114.00,1362.69,1567.29,169.89,103.98,1419.80
2011-03-29,1110.50,1359.07,1571.02,169.26,104.79,1416.20
2011-03-30,1101.00,1325.55,1553.95,167.81,104.27,1423.80
2011-03-31,1096.50,1323.96,1558.13,167.43,106.72,1438.90
2011-04-01,1091.00,1303.31,1545.62,166.60,107.94,1428.10
2011-04-04,1087.00,1293.28,1544.63,166.23,108.47,1432.20
2011-04-05,1090.00,1293.31,1546.06,166.67,108.34,1451.80
2011-04-06,1086.00,1279.91,1552.44,166.01,108.83,1457.70
2011-04-07,1088.50,1276.83,1556.23,166.33,110.30,1458.50
2011-04-08,1083.50,1271.71,1560.67,165.69,112.79,1473.40
2011-04-11,1086.00,1283.23,1569.16,166.17,109.92,1467.40
2011-04-12,1091.00,1293.27,1576.06,166.72,106.25,1452.90
2011-04-13,1087.00,1294.82,1576.48,166.38,107.11,1454.90
2011-04-14,1088.50,1305.94,1577.13,166.60,108.11,1471.70
2011-04-15,1090.00,1309.31,1576.14,166.89,109.66,1485.30
2011-04-18,1088.50,1313.98,1560.26,166.67,107.12,1492.30
2011-04-19,1090.00,1321.85,1553.69,166.85,108.15,1494.50
2011-04-20,1080.00,1304.03,1562.65,165.46,111.45,1498.30
2011-04-21,1080.00,1315.79,1578.85,165.67,112.29,1503.20
2011-04-22,1080.50,1318.49,1573.75,165.87,,
2011-04-25,1081.50,1318.42,1579.10,165.56,112.28,1508.60
2011-04-26,1084.50,1326.61,1585.86,166.14,112.21,1503.00
2011-04-27,1079.50,1319.68,1584.60,165.77,112.76,1516.60
2011-04-28,1072.00,1314.53,1590.85,164.85,112.86,1530.80
2011-04-29,1069.00,1311.98,1587.47,164.63,113.93,1556.00
2011-05-02,1065.00,1306.91,1577.58,164.07,113.52,1556.70
2011-05-03,1070.00,1321.15,1583.49,164.75,111.05,1540.10
2011-05-04,1074.00,1326.25,1597.04,165.33,109.24,1514.90
2011-05-05,,,,,99.80,1480.90
2011-05-06,1086.00,1350.75,1577.85,167.25,97.18,1491.20
2011-05-09,1081.00,1340.53,1559.34,166.48,102.55,1502.90
2011-05-10,,,,,103.88,1516.60
2011-05-11,1075.00,1332.59,1549.83,165.59,98.21,1501.10
2011-05-12,1088.00,1343.21,1544.20,167.44,98.97,1506.60
2011-05-13,1085.00,1346.82,1553.18,166.96,99.65,1493.40
2011-05-16,1092.00,1350.15,1543.21,167.83,97.37,1490.40
2011-05-17,1090.00,1334.31,1545.84,167.47,96.91,1479.80
2011-05-18,1089.00,1343.12,1552.37,167.39,100.10,1495.60
2011-05-19,1087.00,1326.58,1545.28,167.08,98.44,1492.20
2011-05-20,1082.50,1327.08,1552.09,166.72,100.10,1508.80
2011-05-23,1098.00,1346.25,1535.77,168.77,97.70,1515.30
2011-05-24,1093.50,1334.68,1540.74,168.30,99.59,1523.20
2011-05-25,1099.50,1338.89,1545.90,169.19,101.32,1526.60
2011-05-26,1089.00,1331.30,1542.79,167.86,100.23,1522.80
2011-05-27,1083.00,1337.04,1540.03,166.86,100.59,1536.30
2011-05-30,1079.50,1335.52,1542.07,166.49,,
2011-05-31,1078.50,1321.53,1554.01,166.36,102.70,1535.90
2011-06-01,1074.50,1320.51,1547.92,165.83,100.29,1542.40
2011-06-02,1079.50,1333.54,1555.56,166.62,100.40,1532.00
2011-06-03,1079.50,1339.66,1564.74,166.50,100.22,1541.70
2011-06-06,,,,,99.01,1546.50
2011-06-07,1080.00,1347.14,1584.47,166.69,99.09,1543.30
2011-06-08,1081.50,1354.41,1584.40,167.00,100.74,1538.10
2011-06-09,1083.00,1352.74,1584.97,167.24,101.93,1542.10
2011-06-10,1083.00,1352.74,1568.29,167.21,99.29,1528.60
2011-06-13,1085.00,1349.33,1555.56,167.28,97.30,1515.00
2011-06-14,1083.00,1349.03,1566.02,167.19,99.37,1523.80
2011-06-15,1083.50,1341.96,1555.69,167.25,94.81,1525.60
2011-06-16,1089.00,1349.11,1540.83,168.14,94.95,1529.30
2011-06-17,1086.50,1350.53,1539.57,168.03,93.01,1538.60
2011-06-20,1086.50,1353.05,1546.63,167.80,93.26,1541.50
2011-06-21,1078.00,1344.31,1546.82,166.71,93.40,1546.00
2011-06-22,1074.00,1338.82,1546.45,166.17,95.41,1552.90
2011-06-23,1077.50,1338.51,1538.02,166.56,91.02,1520.10
2011-06-24,1081.00,1346.87,1544.64,166.96,91.16,1500.50
2011-06-27,1086.00,1344.39,1539.41,167.61,90.61,1496.00
2011-06-28,1082.50,1339.73,1545.81,167.28,92.89,1499.70
2011-06-29,1076.00,1326.92,1547.83,166.32,94.77,1509.90
2011-06-30,1067.50,1327.90,1546.49,165.16,95.42,1502.30
2011-07-01,1067.00,1321.69,1550.03,165.06,94.94,1482.30
2011-07-04,1064.00,1320.10,1545.14,164.58,,
2011-07-05,1065.00,1313.03,1542.65,164.78,96.89,1512.30
2011-07-06,1065.00,1315.79,1530.41,164.65,96.65,1528.70
2011-07-07,1064.50,1315.01,1522.77,164.58,98.67,1530.20
2011-07-08,1057.00,1299.32,1512.78,163.48,96.20,1541.20
2011-07-11,1060.00,1312.37,1498.73,163.97,95.15,1548.80
2011-07-12,1069.00,1342.96,1485.91,165.12,97.43,1561.90
2011-07-13,1060.00,1336.70,1489.83,163.78,98.05,1585.20
2011-07-14,1057.00,1338.31,1504.43,163.65,95.69,1589.00
2011-07-15,1059.50,1337.41,1497.60,164.09,97.24,1589.80
2011-07-18,1061.50,1342.82,1491.51,164.23,95.93,1602.10
2011-07-19,1056.50,1336.83,1498.43,163.48,97.50,1600.90
2011-07-20,1056.00,1339.08,1497.09,163.56,98.14,1596.70
2011-07-21,1055.50,1338.96,1503.03,163.60,99.13,1586.80
2011-07-22,1052.00,1338.76,1515.83,163.09,99.87,1601.30
2011-07-25,1055.00,1349.45,1515.93,163.67,99.20,1612.00
2011-07-26,1051.00,1346.40,1522.90,163.20,99.59,1616.60
2011-07-27,1050.50,1352.17,1522.70,163.08,97.40,1615.10
2011-07-28,1051.00,1352.81,1511.02,163.14,97.44,1613.40
2011-07-29,1054.00,1358.07,1505.01,163.75,95.70,1628.30
2011-08-01,1049.00,1354.95,1509.51,163.02,94.89,1619.00
2011-08-02,1053.00,1360.11,1494.52,163.54,93.79,1641.90
2011-08-03,1058.00,1370.11,1509.24,164.33,91.93,1663.40
2011-08-04,1062.00,1337.53,1514.94,164.87,86.63,1656.20
2011-08-05,1069.00,1361.78,1514.02,165.99,86.88,1648.80
2011-08-08,1080.00,1388.17,1548.72,167.86,81.31,1710.20
2011-08-09,1084.50,1401.16,1545.95,168.51,79.30,1740.00
2011-08-10,1082.00,1411.06,1553.43,168.65,82.89,1781.30
2011-08-11,1081.00,1412.52,1540.75,169.07,85.72,1748.80
2011-08-12,1081.00,1409.02,1538.80,169.16,85.38,1740.20
2011-08-15,,,,,87.88,1755.50
2011-08-16,1072.00,1395.47,1542.07,167.85,86.65,1782.40
2011-08-17,1072.00,1399.48,1543.47,167.84,87.58,1791.20
2011-08-18,1074.50,1402.74,1550.29,168.23,82.38,1818.90
2011-08-19,1084.50,1419.13,1551.81,169.68,82.26,1848.90
2011-08-22,1082.50,1411.34,1559.45,169.17,84.12,1888.70
2011-08-23,1077.00,1405.82,1558.96,168.31,85.44,1858.30
2011-08-24,1082.00,1412.90,1561.33,169.36,85.16,1754.10
2011-08-25,1085.00,1408.18,1568.26,169.85,85.30,1759.80
2011-08-26,1082.00,1405.38,1562.41,169.43,85.37,1794.10
2011-08-29,1074.00,1402.45,1558.70,168.31,87.27,1788.40
2011-08-30,1074.00,1400.08,1550.21,168.31,88.90,1826.70
2011-08-31,1066.00,1391.64,1539.30,167.12,88.81,1828.50
2011-09-01,1062.00,1381.37,1518.45,166.54,88.93,1826.00
2011-09-02,1062.00,1382.63,1513.03,166.42,86.45,1873.70
2011-09-05,1068.80,1391.12,1512.25,167.44,83.60,1899.00
2011-09-06,1072.50,1385.48,1520.81,167.84,86.02,1869.90
2011-09-07,1071.00,1388.02,1509.15,167.47,89.34,1814.20
2011-09-08,1073.50,1387.85,1510.84,168.11,89.05,1854.40
2011-09-09,1078.50,1390.18,1493.40,168.83,87.24,1856.40
2011-09-12,,,,,88.19,1809.90
2011-09-13,,,,,90.21,1826.80
2011-09-14,1109.00,1441.57,1514.89,173.43,88.91,1823.50
2011-09-15,1112.00,1449.24,1530.56,174.01,89.40,1778.50
2011-09-16,1108.50,1444.30,1528.07,173.67,87.96,1812.10
2011-09-19,1136.00,1477.82,1552.00,177.76,85.70,1776.40
2011-09-20,1145.00,1495.56,1563.50,179.37,86.89,1806.60
2011-09-21,1155.00,1512.37,1579.69,181.01,85.92,1805.50
2011-09-22,1193.00,1561.52,1613.77,186.70,80.51,1739.20
2011-09-23,1172.00,1536.65,1587.83,183.40,79.85,1637.50
2011-09-26,1193.00,1560.70,1605.66,186.64,80.24,1592.50
