,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY,WTI,국제 금
2012-12-19,,,,,89.98,1666.50
2012-12-20,1073.00,1277.53,1419.69,172.27,90.13,1644.90
2012-12-21,1074.50,1277.49,1420.49,172.51,88.66,1659.10
2012-12-24,1073.50,1271.62,1418.52,172.21,88.61,1658.60
2012-12-25,,,,,88.61,
2012-12-26,1073.00,1256.29,1415.93,172.12,90.98,1659.80
2012-12-27,1071.00,1249.27,1421.00,171.76,90.87,1662.70
2012-12-28,1066.50,1236.38,1410.77,171.14,90.80,1654.90
2012-12-31,1063.00,1235.04,1401.67,170.65,91.82,1674.80
2013-01-01,,,,,91.82,
2013-01-02,1061.50,1218.01,1409.88,170.38,93.12,1687.90
2013-01-03,1061.00,1217.86,1395.85,170.30,92.92,1673.70
2013-01-04,1064.00,1206.21,1384.90,170.78,93.09,1648.10
2013-01-07,1063.50,1211.69,1385.63,170.76,93.19,1645.50
2013-01-08,1063.00,1215.69,1395.08,170.79,93.15,1661.50
2013-01-09,1061.00,1210.22,1388.21,170.47,93.10,1654.80
2013-01-10,1059.00,1201.36,1383.27,170.14,93.82,1677.30
2013-01-11,1056.00,1186.38,1400.15,169.91,93.56,1660.00
2013-01-14,1056.10,1180.66,1410.95,169.93,94.14,1668.90
2013-01-15,1056.50,1189.75,1412.75,170.03,93.28,1683.40
2013-01-16,1059.50,1205.21,1406.38,170.45,94.24,1682.70
2013-01-17,1057.00,1189.91,1410.36,170.03,95.49,1690.40
2013-01-18,1057.00,1174.84,1412.47,170.05,95.56,1686.60
2013-01-21,1063.00,1189.70,1414.53,170.93,95.47,1687.80
2013-01-22,1061.50,1191.22,1418.06,170.65,96.68,1692.80
2013-01-23,1066.00,1208.07,1417.67,171.39,95.23,1686.30
2013-01-24,1067.50,1195.01,1422.34,171.68,95.95,1669.50
2013-01-25,1074.50,1185.33,1442.09,172.80,95.88,1656.40
2013-01-28,1091.00,1202.47,1466.52,175.39,96.44,1652.40
2013-01-29,1085.00,1196.65,1459.76,174.31,97.57,1660.80
2013-01-30,1084.00,1188.47,1463.83,174.27,97.94,1679.90
2013-01-31,1087.00,1195.56,1473.97,174.79,97.49,1660.60
2013-02-01,1095.00,1188.41,1492.81,175.83,97.77,1669.40
2013-02-04,1086.50,1169.66,1478.18,174.32,96.17,1675.30
2013-02-05,1085.50,1172.25,1467.60,174.29,96.64,1672.40
2013-02-06,1088.00,1160.53,1474.02,174.56,96.62,1677.70
2013-02-07,1090.50,1163.32,1479.70,174.93,95.83,1670.40
2013-02-08,1093.50,1178.09,1466.71,175.35,95.72,1666.00
2013-02-11,,,,,97.03,1648.20
2013-02-12,1092.00,1160.22,1460.55,175.21,97.51,1648.70
2013-02-13,1086.50,1163.77,1462.10,174.33,97.01,1644.20
2013-02-14,1081.50,1155.57,1449.53,173.53,97.31,1634.70
2013-02-15,1079.00,1166.49,1438.85,173.12,95.86,1608.80
2013-02-18,1083.50,1152.05,1444.85,173.54,95.55,1609.40
2013-02-19,1080.50,1155.74,1443.01,173.08,96.66,1603.60
2013-02-20,1079.00,1155.12,1447.59,172.86,95.22,1577.60
2013-02-21,1085.50,1162.58,1434.71,173.95,92.84,1578.20
2013-02-22,1084.00,1160.35,1433.05,173.80,93.13,1572.40
2013-02-25,1085.50,1154.17,1435.57,174.15,93.11,1586.20
2013-02-26,1089.50,1181.54,1426.48,174.86,92.63,1615.00
2013-02-27,1086.50,1183.94,1421.69,174.48,92.76,1595.20
2013-02-28,1083.00,1172.20,1423.28,174.07,92.05,1577.70
2013-03-01,,,,,90.68,1571.90
2013-03-04,1091.00,1165.60,1419.50,175.33,90.12,1572.10
2013-03-05,1086.00,1167.24,1418.86,174.46,90.82,1574.60
2013-03-06,1083.00,1158.91,1414.72,174.21,90.43,1574.60
2013-03-07,1085.50,1155.65,1414.19,174.57,91.56,1574.80
2013-03-08,1089.50,1140.48,1425.83,175.30,91.95,1576.60
2013-03-11,1096.00,1140.00,1425.02,176.26,92.06,1577.80
2013-03-12,1096.00,1139.29,1425.35,176.30,92.54,1591.50
2013-03-13,1099.50,1147.46,1433.31,176.88,92.52,1588.30
2013-03-14,1107.00,1147.63,1434.34,178.07,93.03,1590.60
2013-03-15,1112.00,1158.33,1446.93,178.95,93.45,1592.50
2013-03-18,1112.50,1170.19,1443.14,179.05,93.74,1604.60
2013-03-19,1111.50,1165.09,1437.28,178.82,92.16,1611.30
2013-03-20,1115.00,1169.38,1437.12,179.47,93.50,1607.50
2013-03-21,1116.50,1166.54,1438.83,179.74,92.45,1613.80
2013-03-22,1118.00,1185.83,1443.90,179.91,93.71,1606.20
2013-03-25,1110.00,1172.49,1441.89,178.74,94.81,1604.60
2013-03-26,1108.00,1177.47,1426.55,178.40,96.34,1595.70
2013-03-27,1111.50,1175.32,1426.17,178.96,96.58,1606.20
2013-03-28,1112.00,1181.34,1420.36,178.95,97.23,1594.80
2013-03-29,1111.00,1181.41,1424.41,178.89,,
2013-04-01,1113.50,1189.76,1426.84,179.28,97.07,1600.00
2013-04-02,1119.00,1201.55,1437.47,180.43,97.19,1575.10
2013-04-03,1117.00,1193.89,1431.66,180.20,94.45,1552.80
2013-04-04,1128.00,1183.01,1443.50,181.91,93.26,1551.80
2013-04-05,1131.50,1174.36,1462.58,182.46,92.70,1575.40
2013-04-08,1146.00,1158.28,1491.63,184.69,93.36,1572.00
2013-04-09,1140.00,1151.75,1485.31,183.77,94.20,1586.20
2013-04-10,1128.50,1135.31,1479.01,182.19,94.64,1558.30
2013-04-11,1127.50,1132.26,1475.78,182.03,93.51,1564.30
2013-04-12,1130.00,1140.03,1476.80,182.54,91.29,1501.00
2013-04-15,1118.50,1140.16,1461.10,180.75,88.71,1360.60
2013-04-16,1116.50,1144.07,1456.36,180.55,88.72,1386.80
2013-04-17,1117.50,1137.87,1474.54,180.97,86.68,1382.20
2013-04-18,1122.00,1142.92,1464.55,181.53,87.73,1392.00
2013-04-19,1118.50,1128.09,1464.12,180.95,88.01,1395.30
2013-04-22,1121.50,1123.75,1462.88,181.45,88.76,1421.00
2013-04-23,1121.50,1137.08,1456.16,181.58,89.18,1408.60
2013-04-24,1117.00,1121.82,1453.55,180.81,91.43,1423.40
2013-04-25,1110.50,1119.12,1449.54,179.96,93.64,1461.80
2013-04-26,1110.50,1125.01,1444.87,180.16,93.00,1453.60
2013-04-29,1107.00,1133.06,1448.29,179.56,94.50,1467.40
2013-04-30,1104.50,1130.15,1443.03,179.16,93.46,1472.20
2013-05-01,,,,,91.03,1446.30
2013-05-02,1101.50,1132.76,1450.90,179.00,93.99,1467.70
2013-05-03,1095.50,1115.69,1437.84,177.96,95.61,1464.30
2013-05-06,1096.50,1103.23,1437.29,177.86,96.16,1468.10
2013-05-07,1089.50,1099.51,1425.28,177.04,95.62,1448.80
2013-05-08,1084.00,1096.50,1422.42,176.52,96.62,1473.70
2013-05-09,1090.00,1103.91,1434.33,177.72,96.39,1468.60
2013-05-10,1108.00,1093.13,1440.73,180.44,96.04,1436.60
2013-05-13,1112.50,1092.83,1443.02,180.97,95.17,1434.30
2013-05-14,1108.00,1092.92,1440.95,180.37,94.21,1424.50
2013-05-15,1116.00,1089.52,1439.86,181.58,94.30,1396.20
2013-05-16,1117.50,1090.46,1437.22,181.75,95.16,1386.90
2013-05-17,,,,,96.02,1364.70
2013-05-20,1115.00,1087.17,1435.01,181.59,96.71,1384.10
2013-05-21,1113.50,1083.91,1433.41,181.57,96.16,1377.60
2013-05-22,1114.50,1083.30,1441.05,181.71,94.28,1367.40
2013-05-23,1127.00,1114.96,1453.72,183.72,94.25,1391.80
2013-05-24,1124.50,1105.59,1459.26,183.48,94.15,1386.60
2013-05-27,1121.00,1111.33,1450.91,183.00,93.65,1393.30
2013-05-28,1127.00,1104.14,1454.73,184.12,95.01,1378.90
2013-05-29,1133.00,1115.38,1460.21,184.88,93.13,1391.30
2013-05-30,1128.00,1120.49,1463.02,184.06,93.61,1411.50
2013-05-31,1131.00,1125.93,1472.45,184.39,91.97,1392.60
2013-06-03,1129.50,1127.25,1470.38,184.20,93.45,1411.70
2013-06-04,1123.00,1119.31,1468.21,183.24,93.31,1397.10
2013-06-05,1117.00,1117.78,1458.80,182.29,93.74,1398.40
2013-06-06,,,,,94.76,1415.70
2013-06-07,1119.00,1159.95,1480.21,182.37,96.03,1383.00
2013-06-10,1130.00,1144.77,1493.41,184.23,95.77,1386.20
2013-06-11,1133.50,1159.95,1505.29,184.80,95.38,1377.00
2013-06-12,1130.00,1168.20,1501.88,184.23,95.88,1391.80
2013-06-13,1132.50,1201.34,1510.42,184.49,96.69,1377.60
2013-06-14,1127.00,1185.19,1501.95,183.75,97.85,1387.30
2013-06-17,1125.50,1186.24,1501.30,183.73,97.77,1382.80
2013-06-18,1130.50,1188.37,1513.29,184.43,98.44,1366.60
2013-06-19,1130.00,1189.97,1513.52,184.35,98.24,1373.60
2013-06-20,1154.50,1178.78,1525.79,188.43,95.40,1285.90
2013-06-21,1154.00,1180.44,1525.82,188.20,93.69,1291.60
2013-06-24,1163.50,1186.28,1525.99,189.52,95.18,1276.80
2013-06-25,1151.50,1185.40,1512.38,187.38,95.32,1274.80
2013-06-26,1153.50,1182.35,1504.97,187.63,95.50,1229.60
2013-06-27,1146.50,1168.59,1494.69,186.44,97.05,1211.40
2013-06-28,1139.50,1151.59,1486.82,185.66,96.56,1223.80
2013-07-01,1135.50,1140.29,1481.15,185.24,97.99,1255.90
2013-07-02,1134.50,1137.57,1478.37,184.99,99.60,1243.60
2013-07-03,1142.50,1146.51,1480.11,186.32,101.24,1252.10
2013-07-04,1140.00,1143.32,1482.11,186.07,101.12,1249.40
2013-07-05,1142.00,1142.23,1470.10,186.26,103.22,1212.90
2013-07-08,1151.00,1135.89,1477.19,187.65,103.14,1234.90
2013-07-09,1139.50,1126.21,1466.88,185.85,103.53,1245.90
2013-07-10,1135.50,1135.16,1455.26,185.12,106.52,1247.40
2013-07-11,1125.50,1132.41,1467.76,183.47,104.91,1280.10
2013-07-12,1126.00,1137.26,1468.53,183.35,105.95,1277.80
2013-07-15,1123.50,1125.08,1463.58,183.08,106.32,1283.80
2013-07-16,1119.00,1123.27,1462.31,182.38,106.00,1290.80
2013-07-17,1120.50,1124.32,1472.90,182.71,106.48,1277.90
2013-07-18,1124.50,1122.48,1474.44,183.16,108.04,1284.60
2013-07-19,1121.00,1117.87,1471.65,182.62,108.05,1293.30
2013-07-22,1118.50,1117.94,1471.50,182.27,106.91,1336.40
2013-07-23,1117.50,1122.78,1473.76,182.02,107.23,1335.10
2013-07-24,1113.50,1112.50,1473.83,181.44,105.39,1319.70
2013-07-25,1116.00,1116.00,1471.56,181.88,105.49,1329.00
2013-07-26,1111.50,1126.82,1476.41,181.27,104.70,1321.70
2013-07-29,1111.50,1134.65,1476.63,181.27,104.55,1328.40
2013-07-30,1113.50,1135.53,1477.95,181.60,103.08,1324.00
2013-07-31,1121.50,1148.02,1491.03,182.94,105.03,1312.40
2013-08-01,1123.00,1138.37,1486.63,183.27,107.89,1311.00
2013-08-02,1123.00,1126.94,1484.83,183.18,106.94,1310.60
2013-08-05,1114.50,1131.70,1479.83,181.97,106.56,1302.60
2013-08-06,1115.50,1133.64,1479.49,182.22,105.30,1283.20
2013-08-07,1117.50,1152.66,1484.60,182.58,104.37,1286.10
2013-08-08,1112.50,1155.00,1484.63,181.74,103.40,1310.70
2013-08-09,1111.50,1149.67,1487.97,181.56,105.97,1312.90
2013-08-12,1114.50,1152.77,1483.07,182.04,106.11,1334.70
2013-08-13,1116.00,1140.87,1483.61,182.23,106.83,1321.20
2013-08-14,1118.50,1137.50,1483.24,182.78,106.85,1334.00
2013-08-15,,,,,107.33,1361.60
2013-08-16,1112.50,1140.56,1484.19,182.06,107.46,1371.70
2013-08-19,1115.50,1142.23,1486.96,182.22,107.10,1366.20
2013-08-20,1118.50,1150.25,1496.44,182.65,104.96,1373.10
2013-08-21,1118.50,1147.06,1497.67,182.67,103.85,1370.60
2013-08-22,1120.00,1138.10,1496.43,182.90,105.03,1371.20
2013-08-23,1113.50,1126.91,1487.41,181.89,106.42,1395.70
2013-08-26,1112.50,1129.21,1487.08,181.75,105.92,1393.00
2013-08-27,1116.50,1140.22,1489.08,182.34,109.01,1420.60
2013-08-28,1116.00,1144.97,1492.32,182.31,110.10,1418.60
2013-08-29,1111.50,1133.61,1475.52,181.58,108.80,1412.90
2013-08-30,1109.00,1130.71,1468.76,181.20,107.65,1396.10
2013-09-02,1098.50,1105.02,1451.56,179.60,106.82,1390.70
2013-09-03,1098.50,1106.36,1446.94,179.48,108.54,1412.00
2013-09-04,1094.50,1098.90,1441.68,178.84,107.23,1389.90
2013-09-05,1098.50,1100.15,1449.14,179.49,108.37,1373.10
2013-09-06,1092.50,1096.56,1434.34,178.50,110.53,1386.70
2013-09-09,1084.50,1090.83,1430.67,177.15,109.52,1386.80
2013-09-10,1084.50,1083.42,1436.75,177.23,107.39,1364.10
2013-09-11,1085.50,1082.90,1440.46,177.37,107.56,1363.90
2013-09-12,1084.50,1090.39,1441.08,177.25,108.60,1330.40
2013-09-13,1086.50,1089.99,1443.74,177.59,108.21,1308.40
2013-09-16,1081.00,1093.35,1443.46,176.70,106.59,1317.90
2013-09-17,1083.50,1092.24,1447.01,177.03,105.42,1309.50
2013-09-18,,,,,108.07,1307.80
2013-09-19,,,,,106.39,1369.40
2013-09-20,,,,,104.75,1332.50
2013-09-23,1075.00,1086.63,1452.65,175.68,103.59,1326.90
2013-09-24,1074.00,1084.08,1449.79,175.52,103.13,1316.00
2013-09-25,1076.00,1092.16,1451.63,175.77,102.66,1335.90
2013-09-26,1076.50,1090.90,1454.35,175.96,103.03,1323.60
2013-09-27,1075.00,1089.49,1451.47,175.61,102.87,1338.40
2013-09-30,1073.00,1096.02,1449.52,175.30,102.33,1326.50
2013-10-01,1073.50,1095.52,1454.59,175.37,102.04,1286.00
2013-10-02,1074.50,1103.07,1453.80,175.53,104.10,1320.60
2013-10-03,,,,,103.31,1317.40
2013-10-04,1071.00,1101.63,1458.27,174.96,103.84,1309.70
2013-10-07,1072.50,1106.58,1456.78,175.20,103.03,1324.80
2013-10-08,1074.00,1106.65,1457.31,175.53,103.49,1324.20
2013-10-09,,,,,101.61,1306.90
2013-10-10,1071.50,1095.27,1448.24,175.09,103.01,1296.60
2013-10-11,1072.00,1090.54,1453.95,175.17,102.02,1268.00
2013-10-14,1072.00,1090.65,1452.02,175.52,102.41,1276.40
2013-10-15,1064.50,1080.49,1442.72,174.39,101.21,1273.00
2013-10-16,1067.00,1084.68,1444.50,174.95,102.29,1282.00
2013-10-17,1063.00,1085.25,1448.76,174.34,100.67,1322.70
2013-10-18,1062.00,1085.11,1453.35,174.30,100.81,1314.40
2013-10-21,1062.00,1083.12,1451.65,174.24,99.22,1315.70
2013-10-22,1060.50,1078.07,1450.02,174.01,97.80,1342.50
2013-10-23,1058.00,1087.69,1455.49,173.79,96.86,1333.90
2013-10-24,1062.00,1091.02,1464.60,174.62,97.11,1350.20
2013-10-25,1062.00,1093.83,1467.37,174.61,97.85,1352.40
2013-10-28,1060.50,1086.69,1464.66,174.31,98.68,1352.00
2013-10-29,1060.50,1086.91,1460.94,174.27,98.20,1345.20
2013-10-30,1060.00,1079.21,1458.45,174.00,96.77,1349.00
2013-10-31,1059.50,1078.37,1452.68,173.87,96.38,1323.60
2013-11-01,1061.00,1080.56,1435.96,174.09,94.61,1313.10
2013-11-04,1063.00,1077.55,1436.11,174.28,94.62,1314.60
2013-11-05,1061.00,1079.68,1430.76,174.04,93.37,1308.00
2013-11-06,1061.00,1076.83,1432.67,174.06,94.80,1317.70
2013-11-07,1061.00,1074.87,1434.26,174.14,94.20,1308.40
2013-11-08,1064.50,1083.68,1428.24,174.77,94.60,1284.50
2013-11-11,1072.00,1082.83,1434.76,176.01,95.14,1281.00
2013-11-12,1072.50,1076.59,1435.54,176.07,93.04,1271.10
2013-11-13,1072.50,1078.11,1440.58,176.05,93.88,1268.30
2013-11-14,1067.50,1068.78,1436.53,175.21,93.76,1286.20
2013-11-15,1063.50,1060.11,1431.47,174.57,93.84,1287.30
2013-11-18,1057.00,1057.85,1426.63,173.50,93.03,1272.20
2013-11-19,1054.50,1057.57,1425.68,173.09,93.34,1273.40
2013-11-20,1057.50,1058.13,1431.22,173.56,93.85,1257.90
2013-11-21,1061.50,1053.49,1425.28,174.22,95.44,1243.50
2013-11-22,1061.00,1050.29,1431.71,174.14,94.84,1244.00
2013-11-25,1061.50,1044.17,1436.85,174.23,94.09,1241.10
2013-11-26,1060.00,1044.54,1437.04,173.98,93.68,1241.40
2013-11-27,1062.50,1044.43,1443.73,174.40,92.30,1237.80
2013-11-28,1060.00,1037.28,1442.45,173.99,92.25,1244.50
2013-11-29,1058.50,1034.10,1440.30,173.74,92.72,1250.60
2013-12-02,1057.00,1029.71,1436.25,173.47,93.82,1222.30
2013-12-03,1061.00,1029.10,1439.67,174.14,96.04,1221.70
2013-12-04,1061.00,1034.01,1441.05,174.15,97.20,1248.20
2013-12-05,1059.50,1038.73,1441.87,173.93,97.38,1233.20
2013-12-06,1058.00,1035.33,1445.02,173.86,97.65,1230.30
2013-12-09,1051.00,1018.81,1441.34,173.06,97.34,1235.30
2013-12-10,1050.50,1018.72,1444.12,173.00,98.51,1262.40
2013-12-11,1051.00,1025.37,1445.65,173.12,97.44,1258.50
2013-12-12,1050.50,1021.19,1448.11,172.93,97.50,1226.00
2013-12-13,1053.00,1016.51,1449.35,173.43,96.60,1235.70
2013-12-16,1052.50,1020.95,1447.71,173.36,97.48,1245.50
2013-12-17,1052.00,1022.25,1448.81,173.27,97.22,1231.20
2013-12-18,1052.50,1022.54,1448.98,173.36,97.80,1236.10
2013-12-19,1058.50,1018.47,1447.18,174.33,99.04,1195.00
2013-12-20,1061.00,1015.21,1446.67,174.76,99.32,1205.10
2013-12-23,1061.00,1020.58,1450.92,174.76,98.91,1198.40
2013-12-24,1058.50,1015.35,1448.03,174.38,99.22,1205.10
2013-12-25,,,,,99.22,
2013-12-26,1059.00,1010.79,1449.35,174.42,99.55,1214.10
2013-12-27,1054.50,1006.68,1454.58,173.73,100.32,1214.10
2013-12-30,1053.50,1000.28,1447.61,173.73,99.29,1203.10
2013-12-31,1045.00,994.29,1438.97,172.68,98.42,1201.90
2014-01-01,,,,,98.42,
2014-01-02,1050.50,997.15,1442.44,173.61,95.44,1225.00
2014-01-03,1055.00,1011.02,1438.81,174.36,93.96,1238.40
2014-01-06,1066.00,1019.61,1449.33,176.15,93.43,1237.80
2014-01-07,1068.50,1024.35,1455.94,176.53,93.67,1229.40
2014-01-08,1066.00,1015.24,1450.51,176.16,92.33,1225.30
2014-01-09,1063.00,1013.35,1446.74,175.56,91.66,1229.30
2014-01-10,1061.00,1011.15,1443.60,175.29,92.72,1246.70
2014-01-13,1056.00,1021.08,1443.02,174.66,91.80,1250.90
2014-01-14,1059.00,1023.78,1449.98,175.24,92.59,1245.20
2014-01-15,1062.50,1018.11,1448.08,175.72,94.17,1238.10
2014-01-16,1063.50,1015.27,1446.36,175.62,93.96,1240.00
2014-01-17,1061.50,1017.35,1443.64,175.38,94.37,1251.70
2014-01-20,1064.00,1021.41,1442.57,175.80,93.72,1257.20
2014-01-21,1067.00,1019.20,1444.18,176.35,94.97,1242.30
2014-01-22,1067.00,1023.01,1444.40,176.35,96.73,1239.00
2014-01-23,1075.00,1029.79,1465.66,177.65,97.32,1262.60
2014-01-24,1079.50,1048.16,1476.54,178.51,96.64,1264.50
2014-01-27,1082.50,1056.20,1482.48,178.96,95.72,1263.60
2014-01-28,1078.00,1047.31,1472.76,178.18,97.41,1251.00
2014-01-29,1072.00,1039.16,1466.50,177.03,97.36,1262.20
2014-01-30,,,,,98.23,1242.20
2014-01-31,,,,,97.49,1240.10
2014-02-03,1086.00,1063.35,1465.67,179.18,96.43,1260.40
2014-02-04,1081.50,1067.62,1460.57,178.44,97.19,1251.70
2014-02-05,1078.00,1063.64,1457.78,177.86,97.38,1257.30
2014-02-06,1078.50,1063.40,1458.99,177.94,97.84,1257.60
2014-02-07,1075.50,1054.10,1459.02,177.38,99.88,1263.30
2014-02-10,1072.50,1049.41,1463.32,176.97,100.06,1274.80
2014-02-11,1066.50,1042.52,1458.12,176.01,99.94,1290.10
2014-02-12,1061.20,1035.32,1446.52,175.10,100.37,1295.30
2014-02-13,1063.80,1042.23,1449.32,175.48,100.35,1300.40
2014-02-14,1060.00,1040.85,1452.20,174.81,100.30,1319.00
2014-02-17,1060.50,1040.62,1452.46,174.92,100.92,
2014-02-18,1065.60,1040.52,1461.15,175.72,102.43,1324.70
2014-02-19,1065.00,1042.58,1465.12,175.31,103.31,1320.60
2014-02-20,1074.80,1056.31,1473.23,176.67,102.75,1317.10
2014-02-21,1071.50,1046.59,1468.60,175.97,102.20,1323.90
2014-02-24,1073.00,1048.36,1475.16,175.95,102.82,1338.30
2014-02-25,1073.00,1048.88,1475.70,175.07,101.83,1343.00
2014-02-26,1066.50,1042.11,1465.48,174.15,102.59,1328.20
2014-02-27,1067.50,1043.91,1458.21,174.14,102.40,1331.60
2014-02-28,1067.50,1049.04,1463.86,173.58,102.59,1321.40
2014-03-03,1070.70,1056.54,1475.10,174.07,104.92,1350.10
2014-03-04,1071.00,1051.65,1473.59,174.79,103.33,1337.80
2014-03-05,1070.50,1045.31,1470.65,174.77,101.45,1340.20
2014-03-06,1065.00,1036.80,1461.50,174.43,101.56,1351.70
2014-03-07,1061.20,1031.19,1471.99,173.90,102.58,1338.10
2014-03-10,1066.20,1032.94,1480.42,174.01,101.12,1341.40
2014-03-11,1065.00,1030.98,1475.24,173.78,100.03,1346.50
2014-03-12,1071.70,1041.80,1484.63,174.37,97.99,1370.30
2014-03-13,1068.00,1042.66,1490.18,174.12,98.20,1372.20
2014-03-14,1070.50,1053.02,1485.53,174.03,98.89,1379.00
2014-03-17,1067.30,1049.15,1483.01,173.03,98.08,1372.90
2014-03-18,1070.70,1055.40,1489.45,173.27,99.70,1359.00
2014-03-19,1069.00,1052.37,1487.41,172.73,100.37,1341.40
2014-03-20,1075.20,1050.00,1486.57,173.34,98.90,1330.50
2014-03-21,1080.00,1057.48,1489.10,173.94,99.46,1336.00
2014-03-24,1076.70,1049.82,1485.85,174.07,99.60,1311.20
2014-03-25,1077.90,1054.59,1491.38,174.26,99.19,1311.40
2014-03-26,1075.30,1051.23,1483.81,173.51,100.26,1303.40
2014-03-27,1072.80,1050.63,1475.96,172.76,101.28,1294.70
2014-03-28,1069.00,1046.40,1465.28,172.23,101.67,1293.80
2014-03-31,1062.50,1030.05,1460.73,170.92,101.58,1283.40
2014-04-01,1058.00,1023.90,1459.93,170.48,99.74,1279.60
2014-04-02,1057.80,1018.98,1458.71,170.57,99.62,1290.50
2014-04-03,1057.30,1017.32,1455.06,170.30,100.29,1284.40
2014-04-04,1054.80,1015.50,1444.87,169.63,101.14,1303.20
2014-04-07,1054.90,1023.08,1446.90,169.76,100.44,1298.00
2014-04-08,1048.30,1021.64,1443.82,169.02,102.56,1308.70
2014-04-09,1039.30,1018.62,1433.40,167.86,103.60,1305.50
2014-04-10,1037.50,1020.56,1438.29,167.19,103.40,1320.10
2014-04-11,1036.00,1018.18,1439.00,166.78,103.74,1318.70
2014-04-14,1040.50,1023.51,1438.28,167.22,104.05,1327.20
2014-04-15,1041.50,1023.39,1436.85,167.27,103.75,1300.00
2014-04-16,1038.80,1015.15,1438.53,166.85,103.76,1303.10
2014-04-17,1039.00,1018.23,1438.08,166.99,104.30,1293.40
2014-04-18,1038.30,1013.96,1434.52,166.84,,
2014-04-21,1038.80,1012.97,1436.24,166.80,104.37,1288.00
2014-04-22,1038.30,1012.88,1433.58,166.50,101.75,1280.60
2014-04-23,1039.50,1014.44,1439.29,166.59,101.44,1284.20
2014-04-24,1039.50,1015.04,1438.56,166.40,101.94,1290.50
2014-04-25,1040.50,1017.80,1439.53,166.27,100.60,1300.70
2014-04-28,1034.50,1012.03,1434.85,165.43,100.84,1298.90
2014-04-29,1030.30,1003.51,1428.92,164.67,101.28,1296.00
2014-04-30,1032.00,1007.12,1423.23,164.76,99.74,1295.60
2014-05-01,,,,,99.42,1283.10
2014-05-02,1029.50,1004.68,1426.48,164.55,99.76,1302.60
2014-05-05,,,,,99.48,1309.00
2014-05-06,,,,,99.50,1308.30
2014-05-07,1023.00,1007.19,1423.71,164.13,100.77,1288.00
2014-05-08,1021.50,1003.04,1423.36,163.99,100.26,1289.60
2014-05-09,1026.00,1008.45,1417.93,164.70,99.99,1287.30
2014-05-12,1024.40,1004.61,1410.70,164.28,100.59,1295.60
2014-05-13,1022.00,998.44,1407.09,163.86,101.70,1294.60
2014-05-14,1025.50,1006.77,1407.09,164.67,102.37,1305.70
2014-05-15,1026.00,1007.07,1402.44,164.66,101.50,1293.50
2014-05-16,1025.00,1009.06,1405.99,164.39,102.02,1293.30
2014-05-19,1021.80,1007.99,1401.09,163.77,102.61,1293.70
2014-05-20,1025.00,1011.85,1403.12,164.31,102.33,1294.50
2014-05-21,1025.50,1016.86,1406.37,164.53,104.07,1288.00
2014-05-22,1024.00,1007.77,1401.14,164.30,103.74,1294.90
2014-05-23,1025.50,1007.66,1397.24,164.44,104.35,1291.60
2014-05-26,1023.50,1004.12,1395.64,164.14,104.18,1291.90
2014-05-27,1023.20,1004.61,1396.05,163.83,104.11,1265.40
2014-05-28,1021.00,1002.55,1390.70,163.07,102.72,1259.30
2014-05-29,1017.50,1002.27,1385.22,162.87,103.58,1256.30
2014-05-30,1020.30,1003.84,1388.12,163.31,102.71,1245.60
2014-06-02,1024.00,1003.63,1392.44,163.79,102.47,1243.70
2014-06-03,1024.00,1000.00,1392.13,163.74,102.66,1244.30
2014-06-04,,,,,102.64,1244.00
2014-06-05,1022.00,996.59,1390.84,163.31,102.48,1253.00
2014-06-06,,,,,102.66,1252.10
2014-06-09,1015.20,990.54,1384.53,162.97,104.41,1253.50
2014-06-10,1017.00,993.65,1378.65,163.54,104.35,1259.80
2014-06-11,1016.50,994.03,1375.02,163.30,104.40,1260.80
2014-06-12,1017.20,996.57,1375.97,163.51,106.53,1273.60
2014-06-13,1019.00,1000.20,1383.19,164.13,106.91,1273.70
2014-06-16,1021.50,1002.16,1381.27,164.20,106.90,1274.90
2014-06-17,1021.50,1001.18,1386.48,164.04,106.36,1271.70
2014-06-18,1023.00,1000.59,1386.57,164.11,105.97,1272.40
2014-06-19,1018.00,1000.00,1388.25,163.48,106.05,1313.70
2014-06-20,1021.50,1001.57,1390.06,164.12,106.83,1316.20
2014-06-23,1019.50,1000.88,1384.68,163.79,106.17,1318.00
2014-06-24,1017.50,998.53,1386.04,163.39,106.03,1320.90
2014-06-25,1020.00,1000.69,1388.32,163.63,106.50,1322.20
2014-06-26,1015.70,998.13,1382.77,163.16,105.84,1316.10
2014-06-27,1014.50,1000.30,1382.36,163.13,105.74,1319.00
2014-06-30,1011.50,997.53,1381.41,162.91,105.37,1321.80
2014-07-01,1011.00,995.76,1383.96,162.92,105.34,1326.40
2014-07-02,1007.50,993.10,1376.65,162.25,104.48,1330.70
2014-07-03,1008.50,989.50,1377.21,162.25,104.06,1320.40
2014-07-04,1009.70,989.80,1372.38,162.71,103.77,1320.70
2014-07-07,1012.20,993.03,1376.49,163.26,103.53,1316.50
2014-07-08,1011.50,994.40,1375.44,163.07,103.40,1316.00
2014-07-09,1012.00,995.77,1378.14,163.27,102.29,1323.80
2014-07-10,1013.80,999.51,1382.11,163.53,102.93,1338.70
2014-07-11,1019.00,1005.43,1387.16,164.15,100.83,1337.00
2014-07-14,1018.00,1002.96,1387.64,164.05,100.91,1306.30
2014-07-15,1027.00,1011.13,1397.13,165.30,99.96,1296.90
